"location","date","observation","age_group","target"
"19",2021-04-24,28,"0-130","inc death"
"20",2021-04-24,18,"0-130","inc death"
"21",2021-04-24,62,"0-130","inc death"
"22",2021-04-24,39,"0-130","inc death"
"23",2021-04-24,17,"0-130","inc death"
"24",2021-04-24,133,"0-130","inc death"
"25",2021-04-24,59,"0-130","inc death"
"26",2021-04-24,504,"0-130","inc death"
"27",2021-04-24,69,"0-130","inc death"
"28",2021-04-24,41,"0-130","inc death"
"29",2021-04-24,49,"0-130","inc death"
"30",2021-04-24,9,"0-130","inc death"
"31",2021-04-24,18,"0-130","inc death"
"32",2021-04-24,31,"0-130","inc death"
"33",2021-04-24,12,"0-130","inc death"
"34",2021-04-24,234,"0-130","inc death"
"35",2021-04-24,16,"0-130","inc death"
"37",2021-04-24,123,"0-130","inc death"
"38",2021-04-24,5,"0-130","inc death"
"39",2021-04-24,197,"0-130","inc death"
"40",2021-04-24,42,"0-130","inc death"
"41",2021-04-24,31,"0-130","inc death"
"42",2021-04-24,342,"0-130","inc death"
"44",2021-04-24,9,"0-130","inc death"
"45",2021-04-24,91,"0-130","inc death"
"46",2021-04-24,10,"0-130","inc death"
"47",2021-04-24,112,"0-130","inc death"
"48",2021-04-24,331,"0-130","inc death"
"49",2021-04-24,21,"0-130","inc death"
"50",2021-04-24,1,"0-130","inc death"
"51",2021-04-24,117,"0-130","inc death"
"53",2021-04-24,58,"0-130","inc death"
"54",2021-04-24,28,"0-130","inc death"
"55",2021-04-24,49,"0-130","inc death"
"56",2021-04-24,4,"0-130","inc death"
"36",2021-04-24,458,"0-130","inc death"
"US",2021-04-24,4600,"0-130","inc death"
"01",2021-05-01,48,"0-130","inc death"
"02",2021-05-01,5,"0-130","inc death"
"04",2021-05-01,51,"0-130","inc death"
"05",2021-05-01,21,"0-130","inc death"
"06",2021-05-01,197,"0-130","inc death"
"08",2021-05-01,54,"0-130","inc death"
"09",2021-05-01,46,"0-130","inc death"
"10",2021-05-01,17,"0-130","inc death"
"11",2021-05-01,7,"0-130","inc death"
"12",2021-05-01,333,"0-130","inc death"
"13",2021-05-01,114,"0-130","inc death"
"15",2021-05-01,2,"0-130","inc death"
"16",2021-05-01,11,"0-130","inc death"
"17",2021-05-01,205,"0-130","inc death"
"18",2021-05-01,68,"0-130","inc death"
"19",2021-05-01,27,"0-130","inc death"
"20",2021-05-01,23,"0-130","inc death"
"21",2021-05-01,42,"0-130","inc death"
"22",2021-05-01,43,"0-130","inc death"
"23",2021-05-01,11,"0-130","inc death"
"24",2021-05-01,117,"0-130","inc death"
"25",2021-05-01,66,"0-130","inc death"
"26",2021-05-01,446,"0-130","inc death"
"27",2021-05-01,86,"0-130","inc death"
"28",2021-05-01,39,"0-130","inc death"
"29",2021-05-01,56,"0-130","inc death"
"30",2021-05-01,9,"0-130","inc death"
"31",2021-05-01,21,"0-130","inc death"
"32",2021-05-01,43,"0-130","inc death"
"33",2021-05-01,11,"0-130","inc death"
"34",2021-05-01,201,"0-130","inc death"
"35",2021-05-01,13,"0-130","inc death"
"37",2021-05-01,117,"0-130","inc death"
"38",2021-05-01,5,"0-130","inc death"
"39",2021-05-01,139,"0-130","inc death"
"40",2021-05-01,17,"0-130","inc death"
"41",2021-05-01,38,"0-130","inc death"
"42",2021-05-01,263,"0-130","inc death"
"44",2021-05-01,18,"0-130","inc death"
"45",2021-05-01,75,"0-130","inc death"
"46",2021-05-01,10,"0-130","inc death"
"47",2021-05-01,110,"0-130","inc death"
"48",2021-05-01,295,"0-130","inc death"
"49",2021-05-01,14,"0-130","inc death"
"50",2021-05-01,4,"0-130","inc death"
"51",2021-05-01,124,"0-130","inc death"
"53",2021-05-01,60,"0-130","inc death"
"54",2021-05-01,32,"0-130","inc death"
"55",2021-05-01,55,"0-130","inc death"
"56",2021-05-01,3,"0-130","inc death"
"36",2021-05-01,353,"0-130","inc death"
"US",2021-05-01,4165,"0-130","inc death"
"01",2021-05-08,64,"0-130","inc death"
"02",2021-05-08,12,"0-130","inc death"
"04",2021-05-08,64,"0-130","inc death"
"05",2021-05-08,21,"0-130","inc death"
"06",2021-05-08,186,"0-130","inc death"
"08",2021-05-08,72,"0-130","inc death"
"09",2021-05-08,37,"0-130","inc death"
"10",2021-05-08,13,"0-130","inc death"
"11",2021-05-08,4,"0-130","inc death"
"12",2021-05-08,345,"0-130","inc death"
"13",2021-05-08,111,"0-130","inc death"
"15",2021-05-08,7,"0-130","inc death"
"16",2021-05-08,11,"0-130","inc death"
"17",2021-05-08,227,"0-130","inc death"
"18",2021-05-08,73,"0-130","inc death"
"19",2021-05-08,20,"0-130","inc death"
"20",2021-05-08,17,"0-130","inc death"
"21",2021-05-08,54,"0-130","inc death"
"22",2021-05-08,28,"0-130","inc death"
"23",2021-05-08,17,"0-130","inc death"
"24",2021-05-08,93,"0-130","inc death"
"25",2021-05-08,51,"0-130","inc death"
"26",2021-05-08,400,"0-130","inc death"
"27",2021-05-08,64,"0-130","inc death"
"28",2021-05-08,28,"0-130","inc death"
"29",2021-05-08,45,"0-130","inc death"
"30",2021-05-08,3,"0-130","inc death"
"31",2021-05-08,17,"0-130","inc death"
"32",2021-05-08,35,"0-130","inc death"
"33",2021-05-08,13,"0-130","inc death"
"34",2021-05-08,170,"0-130","inc death"
"35",2021-05-08,14,"0-130","inc death"
"37",2021-05-08,136,"0-130","inc death"
"38",2021-05-08,5,"0-130","inc death"
"39",2021-05-08,133,"0-130","inc death"
"40",2021-05-08,33,"0-130","inc death"
"41",2021-05-08,51,"0-130","inc death"
"42",2021-05-08,276,"0-130","inc death"
"44",2021-05-08,10,"0-130","inc death"
"45",2021-05-08,65,"0-130","inc death"
"46",2021-05-08,8,"0-130","inc death"
"47",2021-05-08,105,"0-130","inc death"
"48",2021-05-08,294,"0-130","inc death"
"49",2021-05-08,10,"0-130","inc death"
"50",2021-05-08,2,"0-130","inc death"
"51",2021-05-08,97,"0-130","inc death"
"53",2021-05-08,57,"0-130","inc death"
"54",2021-05-08,38,"0-130","inc death"
"55",2021-05-08,39,"0-130","inc death"
"56",2021-05-08,3,"0-130","inc death"
"36",2021-05-08,328,"0-130","inc death"
"US",2021-05-08,4006,"0-130","inc death"
"01",2021-05-15,53,"0-130","inc death"
"02",2021-05-15,10,"0-130","inc death"
"04",2021-05-15,58,"0-130","inc death"
"05",2021-05-15,28,"0-130","inc death"
"06",2021-05-15,156,"0-130","inc death"
"08",2021-05-15,90,"0-130","inc death"
"09",2021-05-15,33,"0-130","inc death"
"10",2021-05-15,13,"0-130","inc death"
"11",2021-05-15,11,"0-130","inc death"
"12",2021-05-15,321,"0-130","inc death"
"13",2021-05-15,78,"0-130","inc death"
"15",2021-05-15,3,"0-130","inc death"
"16",2021-05-15,20,"0-130","inc death"
"17",2021-05-15,190,"0-130","inc death"
"18",2021-05-15,74,"0-130","inc death"
"19",2021-05-15,32,"0-130","inc death"
"20",2021-05-15,20,"0-130","inc death"
"21",2021-05-15,50,"0-130","inc death"
"22",2021-05-15,41,"0-130","inc death"
"23",2021-05-15,16,"0-130","inc death"
"24",2021-05-15,85,"0-130","inc death"
"25",2021-05-15,51,"0-130","inc death"
"26",2021-05-15,354,"0-130","inc death"
"27",2021-05-15,70,"0-130","inc death"
"28",2021-05-15,36,"0-130","inc death"
"29",2021-05-15,54,"0-130","inc death"
"30",2021-05-15,8,"0-130","inc death"
"31",2021-05-15,18,"0-130","inc death"
"32",2021-05-15,29,"0-130","inc death"
"33",2021-05-15,11,"0-130","inc death"
"34",2021-05-15,136,"0-130","inc death"
"35",2021-05-15,17,"0-130","inc death"
"37",2021-05-15,113,"0-130","inc death"
"38",2021-05-15,3,"0-130","inc death"
"39",2021-05-15,130,"0-130","inc death"
"40",2021-05-15,37,"0-130","inc death"
"41",2021-05-15,53,"0-130","inc death"
"42",2021-05-15,206,"0-130","inc death"
"44",2021-05-15,8,"0-130","inc death"
"45",2021-05-15,60,"0-130","inc death"
"46",2021-05-15,9,"0-130","inc death"
"47",2021-05-15,102,"0-130","inc death"
"48",2021-05-15,279,"0-130","inc death"
"49",2021-05-15,8,"0-130","inc death"
"50",2021-05-15,1,"0-130","inc death"
"51",2021-05-15,93,"0-130","inc death"
"53",2021-05-15,72,"0-130","inc death"
"54",2021-05-15,30,"0-130","inc death"
"55",2021-05-15,43,"0-130","inc death"
"56",2021-05-15,8,"0-130","inc death"
"36",2021-05-15,257,"0-130","inc death"
"US",2021-05-15,3678,"0-130","inc death"
"01",2021-05-22,51,"0-130","inc death"
"02",2021-05-22,2,"0-130","inc death"
"04",2021-05-22,55,"0-130","inc death"
"05",2021-05-22,20,"0-130","inc death"
"06",2021-05-22,157,"0-130","inc death"
"08",2021-05-22,70,"0-130","inc death"
"09",2021-05-22,18,"0-130","inc death"
"10",2021-05-22,5,"0-130","inc death"
"11",2021-05-22,9,"0-130","inc death"
"12",2021-05-22,283,"0-130","inc death"
"13",2021-05-22,91,"0-130","inc death"
"15",2021-05-22,4,"0-130","inc death"
"16",2021-05-22,14,"0-130","inc death"
"17",2021-05-22,199,"0-130","inc death"
"18",2021-05-22,77,"0-130","inc death"
"19",2021-05-22,18,"0-130","inc death"
"20",2021-05-22,26,"0-130","inc death"
"21",2021-05-22,43,"0-130","inc death"
"22",2021-05-22,38,"0-130","inc death"
"23",2021-05-22,15,"0-130","inc death"
"24",2021-05-22,79,"0-130","inc death"
"25",2021-05-22,40,"0-130","inc death"
"26",2021-05-22,280,"0-130","inc death"
"27",2021-05-22,46,"0-130","inc death"
"28",2021-05-22,40,"0-130","inc death"
"29",2021-05-22,46,"0-130","inc death"
"30",2021-05-22,8,"0-130","inc death"
"31",2021-05-22,13,"0-130","inc death"
"32",2021-05-22,23,"0-130","inc death"
"33",2021-05-22,9,"0-130","inc death"
"34",2021-05-22,90,"0-130","inc death"
"35",2021-05-22,24,"0-130","inc death"
"37",2021-05-22,115,"0-130","inc death"
"38",2021-05-22,6,"0-130","inc death"
"39",2021-05-22,121,"0-130","inc death"
"40",2021-05-22,19,"0-130","inc death"
"41",2021-05-22,61,"0-130","inc death"
"42",2021-05-22,203,"0-130","inc death"
"44",2021-05-22,10,"0-130","inc death"
"45",2021-05-22,40,"0-130","inc death"
"46",2021-05-22,7,"0-130","inc death"
"47",2021-05-22,92,"0-130","inc death"
"48",2021-05-22,251,"0-130","inc death"
"49",2021-05-22,17,"0-130","inc death"
"50",2021-05-22,2,"0-130","inc death"
"51",2021-05-22,76,"0-130","inc death"
"53",2021-05-22,53,"0-130","inc death"
"54",2021-05-22,28,"0-130","inc death"
"55",2021-05-22,37,"0-130","inc death"
"56",2021-05-22,7,"0-130","inc death"
"36",2021-05-22,200,"0-130","inc death"
"US",2021-05-22,3238,"0-130","inc death"
"01",2021-05-29,34,"0-130","inc death"
"02",2021-05-29,5,"0-130","inc death"
"04",2021-05-29,47,"0-130","inc death"
"05",2021-05-29,16,"0-130","inc death"
"06",2021-05-29,144,"0-130","inc death"
"08",2021-05-29,62,"0-130","inc death"
"09",2021-05-29,16,"0-130","inc death"
"10",2021-05-29,7,"0-130","inc death"
"11",2021-05-29,5,"0-130","inc death"
"12",2021-05-29,242,"0-130","inc death"
"13",2021-05-29,85,"0-130","inc death"
"15",2021-05-29,7,"0-130","inc death"
"16",2021-05-29,19,"0-130","inc death"
"17",2021-05-29,132,"0-130","inc death"
"18",2021-05-29,70,"0-130","inc death"
"19",2021-05-29,22,"0-130","inc death"
"20",2021-05-29,14,"0-130","inc death"
"21",2021-05-29,63,"0-130","inc death"
"22",2021-05-29,49,"0-130","inc death"
"23",2021-05-29,8,"0-130","inc death"
"24",2021-05-29,61,"0-130","inc death"
"25",2021-05-29,29,"0-130","inc death"
"26",2021-05-29,199,"0-130","inc death"
"27",2021-05-29,39,"0-130","inc death"
"28",2021-05-29,47,"0-130","inc death"
"29",2021-05-29,34,"0-130","inc death"
"30",2021-05-29,5,"0-130","inc death"
"31",2021-05-29,5,"0-130","inc death"
"32",2021-05-29,17,"0-130","inc death"
"33",2021-05-29,10,"0-130","inc death"
"34",2021-05-29,92,"0-130","inc death"
"35",2021-05-29,26,"0-130","inc death"
"37",2021-05-29,104,"0-130","inc death"
"38",2021-05-29,6,"0-130","inc death"
"39",2021-05-29,116,"0-130","inc death"
"40",2021-05-29,30,"0-130","inc death"
"41",2021-05-29,38,"0-130","inc death"
"42",2021-05-29,146,"0-130","inc death"
"44",2021-05-29,6,"0-130","inc death"
"45",2021-05-29,31,"0-130","inc death"
"46",2021-05-29,3,"0-130","inc death"
"47",2021-05-29,69,"0-130","inc death"
"48",2021-05-29,254,"0-130","inc death"
"49",2021-05-29,15,"0-130","inc death"
"50",2021-05-29,0,"0-130","inc death"
"51",2021-05-29,62,"0-130","inc death"
"53",2021-05-29,62,"0-130","inc death"
"54",2021-05-29,29,"0-130","inc death"
"55",2021-05-29,28,"0-130","inc death"
"56",2021-05-29,3,"0-130","inc death"
"36",2021-05-29,157,"0-130","inc death"
"US",2021-05-29,2770,"0-130","inc death"
"01",2021-06-05,35,"0-130","inc death"
"02",2021-06-05,2,"0-130","inc death"
"04",2021-06-05,39,"0-130","inc death"
"05",2021-06-05,19,"0-130","inc death"
"06",2021-06-05,113,"0-130","inc death"
"08",2021-06-05,66,"0-130","inc death"
"09",2021-06-05,10,"0-130","inc death"
"10",2021-06-05,7,"0-130","inc death"
"11",2021-06-05,2,"0-130","inc death"
"12",2021-06-05,258,"0-130","inc death"
"13",2021-06-05,70,"0-130","inc death"
"15",2021-06-05,4,"0-130","inc death"
"16",2021-06-05,12,"0-130","inc death"
"17",2021-06-05,125,"0-130","inc death"
"18",2021-06-05,69,"0-130","inc death"
"19",2021-06-05,15,"0-130","inc death"
"20",2021-06-05,16,"0-130","inc death"
"21",2021-06-05,43,"0-130","inc death"
"22",2021-06-05,40,"0-130","inc death"
"23",2021-06-05,11,"0-130","inc death"
"24",2021-06-05,38,"0-130","inc death"
"25",2021-06-05,26,"0-130","inc death"
"26",2021-06-05,157,"0-130","inc death"
"27",2021-06-05,32,"0-130","inc death"
"28",2021-06-05,28,"0-130","inc death"
"29",2021-06-05,38,"0-130","inc death"
"30",2021-06-05,6,"0-130","inc death"
"31",2021-06-05,7,"0-130","inc death"
"32",2021-06-05,27,"0-130","inc death"
"33",2021-06-05,3,"0-130","inc death"
"34",2021-06-05,54,"0-130","inc death"
"35",2021-06-05,13,"0-130","inc death"
"37",2021-06-05,73,"0-130","inc death"
"38",2021-06-05,3,"0-130","inc death"
"39",2021-06-05,96,"0-130","inc death"
"40",2021-06-05,24,"0-130","inc death"
"41",2021-06-05,37,"0-130","inc death"
"42",2021-06-05,118,"0-130","inc death"
"44",2021-06-05,8,"0-130","inc death"
"45",2021-06-05,31,"0-130","inc death"
"46",2021-06-05,3,"0-130","inc death"
"47",2021-06-05,70,"0-130","inc death"
"48",2021-06-05,191,"0-130","inc death"
"49",2021-06-05,9,"0-130","inc death"
"50",2021-06-05,1,"0-130","inc death"
"51",2021-06-05,57,"0-130","inc death"
"53",2021-06-05,50,"0-130","inc death"
"54",2021-06-05,24,"0-130","inc death"
"55",2021-06-05,30,"0-130","inc death"
"56",2021-06-05,7,"0-130","inc death"
"36",2021-06-05,130,"0-130","inc death"
"US",2021-06-05,2347,"0-130","inc death"
"01",2021-06-12,35,"0-130","inc death"
"02",2021-06-12,2,"0-130","inc death"
"04",2021-06-12,31,"0-130","inc death"
"05",2021-06-12,26,"0-130","inc death"
"06",2021-06-12,104,"0-130","inc death"
"08",2021-06-12,47,"0-130","inc death"
"09",2021-06-12,10,"0-130","inc death"
"10",2021-06-12,7,"0-130","inc death"
"11",2021-06-12,4,"0-130","inc death"
"12",2021-06-12,190,"0-130","inc death"
"13",2021-06-12,72,"0-130","inc death"
"15",2021-06-12,3,"0-130","inc death"
"16",2021-06-12,16,"0-130","inc death"
"17",2021-06-12,107,"0-130","inc death"
"18",2021-06-12,51,"0-130","inc death"
"19",2021-06-12,8,"0-130","inc death"
"20",2021-06-12,16,"0-130","inc death"
"21",2021-06-12,39,"0-130","inc death"
"22",2021-06-12,29,"0-130","inc death"
"23",2021-06-12,12,"0-130","inc death"
"24",2021-06-12,28,"0-130","inc death"
"25",2021-06-12,22,"0-130","inc death"
"26",2021-06-12,114,"0-130","inc death"
"27",2021-06-12,36,"0-130","inc death"
"28",2021-06-12,26,"0-130","inc death"
"29",2021-06-12,62,"0-130","inc death"
"30",2021-06-12,15,"0-130","inc death"
"31",2021-06-12,7,"0-130","inc death"
"32",2021-06-12,26,"0-130","inc death"
"33",2021-06-12,7,"0-130","inc death"
"34",2021-06-12,30,"0-130","inc death"
"35",2021-06-12,12,"0-130","inc death"
"37",2021-06-12,70,"0-130","inc death"
"38",2021-06-12,8,"0-130","inc death"
"39",2021-06-12,98,"0-130","inc death"
"40",2021-06-12,34,"0-130","inc death"
"41",2021-06-12,27,"0-130","inc death"
"42",2021-06-12,98,"0-130","inc death"
"44",2021-06-12,1,"0-130","inc death"
"45",2021-06-12,28,"0-130","inc death"
"46",2021-06-12,0,"0-130","inc death"
"47",2021-06-12,49,"0-130","inc death"
"48",2021-06-12,166,"0-130","inc death"
"49",2021-06-12,12,"0-130","inc death"
"50",2021-06-12,0,"0-130","inc death"
"51",2021-06-12,44,"0-130","inc death"
"53",2021-06-12,61,"0-130","inc death"
"54",2021-06-12,15,"0-130","inc death"
"55",2021-06-12,21,"0-130","inc death"
"56",2021-06-12,9,"0-130","inc death"
"36",2021-06-12,100,"0-130","inc death"
"US",2021-06-12,2035,"0-130","inc death"
"01",2021-06-19,28,"0-130","inc death"
"02",2021-06-19,1,"0-130","inc death"
"04",2021-06-19,45,"0-130","inc death"
"05",2021-06-19,32,"0-130","inc death"
"06",2021-06-19,114,"0-130","inc death"
"08",2021-06-19,39,"0-130","inc death"
"09",2021-06-19,3,"0-130","inc death"
"10",2021-06-19,6,"0-130","inc death"
"11",2021-06-19,2,"0-130","inc death"
"12",2021-06-19,175,"0-130","inc death"
"13",2021-06-19,43,"0-130","inc death"
"15",2021-06-19,1,"0-130","inc death"
"16",2021-06-19,13,"0-130","inc death"
"17",2021-06-19,77,"0-130","inc death"
"18",2021-06-19,47,"0-130","inc death"
"19",2021-06-19,13,"0-130","inc death"
"20",2021-06-19,9,"0-130","inc death"
"21",2021-06-19,34,"0-130","inc death"
"22",2021-06-19,27,"0-130","inc death"
"23",2021-06-19,5,"0-130","inc death"
"24",2021-06-19,25,"0-130","inc death"
"25",2021-06-19,17,"0-130","inc death"
"26",2021-06-19,84,"0-130","inc death"
"27",2021-06-19,27,"0-130","inc death"
"28",2021-06-19,23,"0-130","inc death"
"29",2021-06-19,54,"0-130","inc death"
"30",2021-06-19,8,"0-130","inc death"
"31",2021-06-19,7,"0-130","inc death"
"32",2021-06-19,24,"0-130","inc death"
"33",2021-06-19,5,"0-130","inc death"
"34",2021-06-19,50,"0-130","inc death"
"35",2021-06-19,22,"0-130","inc death"
"37",2021-06-19,53,"0-130","inc death"
"38",2021-06-19,2,"0-130","inc death"
"39",2021-06-19,69,"0-130","inc death"
"40",2021-06-19,28,"0-130","inc death"
"41",2021-06-19,31,"0-130","inc death"
"42",2021-06-19,82,"0-130","inc death"
"44",2021-06-19,5,"0-130","inc death"
"45",2021-06-19,22,"0-130","inc death"
"46",2021-06-19,1,"0-130","inc death"
"47",2021-06-19,45,"0-130","inc death"
"48",2021-06-19,164,"0-130","inc death"
"49",2021-06-19,15,"0-130","inc death"
"50",2021-06-19,1,"0-130","inc death"
"51",2021-06-19,30,"0-130","inc death"
"53",2021-06-19,42,"0-130","inc death"
"54",2021-06-19,20,"0-130","inc death"
"55",2021-06-19,11,"0-130","inc death"
"56",2021-06-19,8,"0-130","inc death"
"36",2021-06-19,87,"0-130","inc death"
"US",2021-06-19,1776,"0-130","inc death"
"01",2021-06-26,35,"0-130","inc death"
"02",2021-06-26,1,"0-130","inc death"
"04",2021-06-26,47,"0-130","inc death"
"05",2021-06-26,37,"0-130","inc death"
"06",2021-06-26,88,"0-130","inc death"
"08",2021-06-26,43,"0-130","inc death"
"09",2021-06-26,4,"0-130","inc death"
"10",2021-06-26,5,"0-130","inc death"
"11",2021-06-26,2,"0-130","inc death"
"12",2021-06-26,156,"0-130","inc death"
"13",2021-06-26,42,"0-130","inc death"
"15",2021-06-26,4,"0-130","inc death"
"16",2021-06-26,15,"0-130","inc death"
"17",2021-06-26,61,"0-130","inc death"
"18",2021-06-26,49,"0-130","inc death"
"19",2021-06-26,9,"0-130","inc death"
"20",2021-06-26,11,"0-130","inc death"
"21",2021-06-26,32,"0-130","inc death"
"22",2021-06-26,35,"0-130","inc death"
"23",2021-06-26,7,"0-130","inc death"
"24",2021-06-26,27,"0-130","inc death"
"25",2021-06-26,9,"0-130","inc death"
"26",2021-06-26,54,"0-130","inc death"
"27",2021-06-26,21,"0-130","inc death"
"28",2021-06-26,19,"0-130","inc death"
"29",2021-06-26,87,"0-130","inc death"
"30",2021-06-26,6,"0-130","inc death"
"31",2021-06-26,6,"0-130","inc death"
"32",2021-06-26,30,"0-130","inc death"
"33",2021-06-26,3,"0-130","inc death"
"34",2021-06-26,22,"0-130","inc death"
"35",2021-06-26,18,"0-130","inc death"
"37",2021-06-26,63,"0-130","inc death"
"38",2021-06-26,1,"0-130","inc death"
"39",2021-06-26,54,"0-130","inc death"
"40",2021-06-26,30,"0-130","inc death"
"41",2021-06-26,18,"0-130","inc death"
"42",2021-06-26,54,"0-130","inc death"
"44",2021-06-26,4,"0-130","inc death"
"45",2021-06-26,16,"0-130","inc death"
"46",2021-06-26,6,"0-130","inc death"
"47",2021-06-26,35,"0-130","inc death"
"48",2021-06-26,162,"0-130","inc death"
"49",2021-06-26,23,"0-130","inc death"
"50",2021-06-26,1,"0-130","inc death"
"51",2021-06-26,34,"0-130","inc death"
"53",2021-06-26,47,"0-130","inc death"
"54",2021-06-26,10,"0-130","inc death"
"55",2021-06-26,10,"0-130","inc death"
"56",2021-06-26,3,"0-130","inc death"
"36",2021-06-26,79,"0-130","inc death"
"US",2021-06-26,1635,"0-130","inc death"
"01",2021-07-03,25,"0-130","inc death"
"02",2021-07-03,3,"0-130","inc death"
"04",2021-07-03,42,"0-130","inc death"
"05",2021-07-03,44,"0-130","inc death"
"06",2021-07-03,97,"0-130","inc death"
"08",2021-07-03,41,"0-130","inc death"
"09",2021-07-03,3,"0-130","inc death"
"10",2021-07-03,3,"0-130","inc death"
"11",2021-07-03,0,"0-130","inc death"
"12",2021-07-03,179,"0-130","inc death"
"13",2021-07-03,41,"0-130","inc death"
"15",2021-07-03,3,"0-130","inc death"
"16",2021-07-03,8,"0-130","inc death"
"17",2021-07-03,45,"0-130","inc death"
"18",2021-07-03,35,"0-130","inc death"
"19",2021-07-03,9,"0-130","inc death"
"20",2021-07-03,31,"0-130","inc death"
"21",2021-07-03,29,"0-130","inc death"
"22",2021-07-03,24,"0-130","inc death"
"23",2021-07-03,2,"0-130","inc death"
"24",2021-07-03,15,"0-130","inc death"
"25",2021-07-03,14,"0-130","inc death"
"26",2021-07-03,32,"0-130","inc death"
"27",2021-07-03,14,"0-130","inc death"
"28",2021-07-03,21,"0-130","inc death"
"29",2021-07-03,78,"0-130","inc death"
"30",2021-07-03,11,"0-130","inc death"
"31",2021-07-03,5,"0-130","inc death"
"32",2021-07-03,34,"0-130","inc death"
"33",2021-07-03,5,"0-130","inc death"
"34",2021-07-03,31,"0-130","inc death"
"35",2021-07-03,13,"0-130","inc death"
"37",2021-07-03,41,"0-130","inc death"
"38",2021-07-03,2,"0-130","inc death"
"39",2021-07-03,47,"0-130","inc death"
"40",2021-07-03,30,"0-130","inc death"
"41",2021-07-03,18,"0-130","inc death"
"42",2021-07-03,37,"0-130","inc death"
"44",2021-07-03,5,"0-130","inc death"
"45",2021-07-03,22,"0-130","inc death"
"46",2021-07-03,3,"0-130","inc death"
"47",2021-07-03,30,"0-130","inc death"
"48",2021-07-03,184,"0-130","inc death"
"49",2021-07-03,15,"0-130","inc death"
"50",2021-07-03,1,"0-130","inc death"
"51",2021-07-03,22,"0-130","inc death"
"53",2021-07-03,47,"0-130","inc death"
"54",2021-07-03,14,"0-130","inc death"
"55",2021-07-03,18,"0-130","inc death"
"56",2021-07-03,9,"0-130","inc death"
"36",2021-07-03,61,"0-130","inc death"
"US",2021-07-03,1543,"0-130","inc death"
"01",2021-07-10,37,"0-130","inc death"
"02",2021-07-10,1,"0-130","inc death"
"04",2021-07-10,43,"0-130","inc death"
"05",2021-07-10,60,"0-130","inc death"
"06",2021-07-10,124,"0-130","inc death"
"08",2021-07-10,53,"0-130","inc death"
"09",2021-07-10,3,"0-130","inc death"
"10",2021-07-10,3,"0-130","inc death"
"11",2021-07-10,5,"0-130","inc death"
"12",2021-07-10,214,"0-130","inc death"
"13",2021-07-10,44,"0-130","inc death"
"15",2021-07-10,4,"0-130","inc death"
"16",2021-07-10,5,"0-130","inc death"
"17",2021-07-10,52,"0-130","inc death"
"18",2021-07-10,38,"0-130","inc death"
"19",2021-07-10,10,"0-130","inc death"
"20",2021-07-10,25,"0-130","inc death"
"21",2021-07-10,29,"0-130","inc death"
"22",2021-07-10,23,"0-130","inc death"
"23",2021-07-10,2,"0-130","inc death"
"24",2021-07-10,12,"0-130","inc death"
"25",2021-07-10,9,"0-130","inc death"
"26",2021-07-10,28,"0-130","inc death"
"27",2021-07-10,15,"0-130","inc death"
"28",2021-07-10,24,"0-130","inc death"
"29",2021-07-10,102,"0-130","inc death"
"30",2021-07-10,10,"0-130","inc death"
"31",2021-07-10,9,"0-130","inc death"
"32",2021-07-10,49,"0-130","inc death"
"33",2021-07-10,1,"0-130","inc death"
"34",2021-07-10,28,"0-130","inc death"
"35",2021-07-10,11,"0-130","inc death"
"37",2021-07-10,43,"0-130","inc death"
"38",2021-07-10,5,"0-130","inc death"
"39",2021-07-10,40,"0-130","inc death"
"40",2021-07-10,35,"0-130","inc death"
"41",2021-07-10,16,"0-130","inc death"
"42",2021-07-10,35,"0-130","inc death"
"44",2021-07-10,1,"0-130","inc death"
"45",2021-07-10,25,"0-130","inc death"
"46",2021-07-10,2,"0-130","inc death"
"47",2021-07-10,30,"0-130","inc death"
"48",2021-07-10,176,"0-130","inc death"
"49",2021-07-10,23,"0-130","inc death"
"50",2021-07-10,2,"0-130","inc death"
"51",2021-07-10,23,"0-130","inc death"
"53",2021-07-10,35,"0-130","inc death"
"54",2021-07-10,12,"0-130","inc death"
"55",2021-07-10,16,"0-130","inc death"
"56",2021-07-10,7,"0-130","inc death"
"36",2021-07-10,46,"0-130","inc death"
"US",2021-07-10,1645,"0-130","inc death"
"01",2021-07-17,43,"0-130","inc death"
"02",2021-07-17,0,"0-130","inc death"
"04",2021-07-17,57,"0-130","inc death"
"05",2021-07-17,76,"0-130","inc death"
"06",2021-07-17,151,"0-130","inc death"
"08",2021-07-17,39,"0-130","inc death"
"09",2021-07-17,5,"0-130","inc death"
"10",2021-07-17,2,"0-130","inc death"
"11",2021-07-17,1,"0-130","inc death"
"12",2021-07-17,292,"0-130","inc death"
"13",2021-07-17,55,"0-130","inc death"
"15",2021-07-17,3,"0-130","inc death"
"16",2021-07-17,10,"0-130","inc death"
"17",2021-07-17,44,"0-130","inc death"
"18",2021-07-17,30,"0-130","inc death"
"19",2021-07-17,13,"0-130","inc death"
"20",2021-07-17,19,"0-130","inc death"
"21",2021-07-17,35,"0-130","inc death"
"22",2021-07-17,58,"0-130","inc death"
"23",2021-07-17,7,"0-130","inc death"
"24",2021-07-17,17,"0-130","inc death"
"25",2021-07-17,13,"0-130","inc death"
"26",2021-07-17,22,"0-130","inc death"
"27",2021-07-17,14,"0-130","inc death"
"28",2021-07-17,44,"0-130","inc death"
"29",2021-07-17,171,"0-130","inc death"
