"location","date","observation","age_group","target"
"US",2025-05-17,798,"65-130","inc hosp"
"US",2025-05-24,1238,"0-64","inc hosp"
"US",2025-05-24,779,"65-130","inc hosp"
"US",2025-05-31,1277,"0-64","inc hosp"
"US",2025-05-31,758,"65-130","inc hosp"
"US",2025-06-07,1270,"0-64","inc hosp"
"US",2025-06-07,768,"65-130","inc hosp"
"US",2025-06-14,1156,"0-64","inc hosp"
"US",2025-06-14,657,"65-130","inc hosp"
"US",2025-06-21,1291,"0-64","inc hosp"
"US",2025-06-21,746,"65-130","inc hosp"
"US",2025-06-28,1327,"0-64","inc hosp"
"US",2025-06-28,742,"65-130","inc hosp"
"US",2025-07-05,1317,"0-64","inc hosp"
"US",2025-07-05,754,"65-130","inc hosp"
"US",2025-07-12,1509,"0-64","inc hosp"
"US",2025-07-12,860,"65-130","inc hosp"
"US",2025-07-19,1678,"0-64","inc hosp"
"US",2025-07-19,818,"65-130","inc hosp"
"US",2025-07-26,1963,"0-64","inc hosp"
"US",2025-07-26,998,"65-130","inc hosp"
"US",2025-08-02,2290,"0-64","inc hosp"
"US",2025-08-02,1117,"65-130","inc hosp"
"US",2025-08-09,2683,"0-64","inc hosp"
"US",2025-08-09,1309,"65-130","inc hosp"
"US",2025-08-16,3036,"0-64","inc hosp"
"US",2025-08-16,1538,"65-130","inc hosp"
"US",2025-08-23,3740,"0-64","inc hosp"
"US",2025-08-23,1726,"65-130","inc hosp"
"US",2025-08-30,4067,"0-64","inc hosp"
"US",2025-08-30,1939,"65-130","inc hosp"
"US",2025-09-06,4057,"0-64","inc hosp"
"US",2025-09-06,2032,"65-130","inc hosp"
"US",2025-09-13,3746,"0-64","inc hosp"
"US",2025-09-13,1943,"65-130","inc hosp"
"US",2025-09-20,3396,"0-64","inc hosp"
"US",2025-09-20,1830,"65-130","inc hosp"
"US",2025-09-27,2581,"0-64","inc hosp"
"US",2025-09-27,1532,"65-130","inc hosp"
"04",2025-10-04,33,"0-64","inc hosp"
"04",2025-10-04,20,"65-130","inc hosp"
"04",2025-10-11,33,"0-64","inc hosp"
"04",2025-10-11,14,"65-130","inc hosp"
"04",2025-10-18,36,"0-64","inc hosp"
"04",2025-10-18,13,"65-130","inc hosp"
"04",2025-10-25,24,"0-64","inc hosp"
"04",2025-10-25,13,"65-130","inc hosp"
"04",2025-11-01,31,"0-64","inc hosp"
"04",2025-11-01,18,"65-130","inc hosp"
"04",2025-11-08,29,"0-64","inc hosp"
"04",2025-11-08,13,"65-130","inc hosp"
"04",2025-11-15,35,"0-64","inc hosp"
"04",2025-11-15,11,"65-130","inc hosp"
"04",2025-11-22,32,"0-64","inc hosp"
"04",2025-11-22,17,"65-130","inc hosp"
"04",2025-11-29,28,"0-64","inc hosp"
"04",2025-11-29,16,"65-130","inc hosp"
"04",2025-12-06,21,"0-64","inc hosp"
"04",2025-12-06,13,"65-130","inc hosp"
"04",2025-12-13,24,"0-64","inc hosp"
"04",2025-12-13,10,"65-130","inc hosp"
"04",2025-12-20,30,"0-64","inc hosp"
"04",2025-12-20,19,"65-130","inc hosp"
"04",2025-12-27,25,"0-64","inc hosp"
"04",2025-12-27,23,"65-130","inc hosp"
"04",2026-01-03,22,"0-64","inc hosp"
"04",2026-01-03,19,"65-130","inc hosp"
"04",2026-01-10,31,"0-64","inc hosp"
"04",2026-01-10,21,"65-130","inc hosp"
"04",2026-01-17,18,"0-64","inc hosp"
"04",2026-01-17,17,"65-130","inc hosp"
"04",2026-01-24,15,"0-64","inc hosp"
"04",2026-01-24,11,"65-130","inc hosp"
"04",2026-01-31,19,"0-64","inc hosp"
"04",2026-01-31,7,"65-130","inc hosp"
"04",2026-02-07,34,"0-64","inc hosp"
"04",2026-02-07,6,"65-130","inc hosp"
"04",2026-02-14,10,"0-64","inc hosp"
"04",2026-02-14,19,"65-130","inc hosp"
"15",2024-10-12,8,"0-64","inc hosp"
"15",2024-10-12,6,"65-130","inc hosp"
"15",2024-10-19,1,"0-64","inc hosp"
"15",2024-10-19,0,"65-130","inc hosp"
"15",2024-10-26,0,"0-64","inc hosp"
"15",2024-10-26,1,"65-130","inc hosp"
"15",2024-11-02,2,"0-64","inc hosp"
"15",2024-11-02,1,"65-130","inc hosp"
"15",2024-11-09,11,"0-64","inc hosp"
"15",2024-11-09,5,"65-130","inc hosp"
"15",2024-11-16,11,"0-64","inc hosp"
"15",2024-11-16,4,"65-130","inc hosp"
"15",2024-11-23,3,"0-64","inc hosp"
"15",2024-11-23,2,"65-130","inc hosp"
"15",2024-11-30,4,"0-64","inc hosp"
"15",2024-11-30,2,"65-130","inc hosp"
"15",2024-12-07,5,"0-64","inc hosp"
"15",2024-12-07,3,"65-130","inc hosp"
"15",2024-12-14,5,"0-64","inc hosp"
"15",2024-12-14,4,"65-130","inc hosp"
"15",2024-12-21,5,"0-64","inc hosp"
"15",2024-12-21,4,"65-130","inc hosp"
"15",2024-12-28,2,"0-64","inc hosp"
"15",2024-12-28,3,"65-130","inc hosp"
"15",2025-01-04,9,"0-64","inc hosp"
"15",2025-01-04,5,"65-130","inc hosp"
"15",2025-01-11,7,"0-64","inc hosp"
"15",2025-01-11,5,"65-130","inc hosp"
"15",2025-01-18,7,"0-64","inc hosp"
"15",2025-01-18,1,"65-130","inc hosp"
"15",2025-01-25,2,"0-64","inc hosp"
"15",2025-01-25,3,"65-130","inc hosp"
"15",2025-02-01,0,"0-64","inc hosp"
"15",2025-02-01,2,"65-130","inc hosp"
"15",2025-02-08,2,"0-64","inc hosp"
"15",2025-02-08,2,"65-130","inc hosp"
"15",2025-02-15,3,"0-64","inc hosp"
"15",2025-02-15,3,"65-130","inc hosp"
"15",2025-02-22,4,"0-64","inc hosp"
"15",2025-02-22,5,"65-130","inc hosp"
"15",2025-03-01,4,"0-64","inc hosp"
"15",2025-03-01,3,"65-130","inc hosp"
"15",2025-03-08,4,"0-64","inc hosp"
"15",2025-03-08,3,"65-130","inc hosp"
"15",2025-03-15,3,"0-64","inc hosp"
"15",2025-03-15,1,"65-130","inc hosp"
"15",2025-03-22,4,"0-64","inc hosp"
"15",2025-03-22,3,"65-130","inc hosp"
"15",2025-03-29,3,"0-64","inc hosp"
"15",2025-03-29,5,"65-130","inc hosp"
"15",2025-04-05,5,"0-64","inc hosp"
"15",2025-04-05,3,"65-130","inc hosp"
"15",2025-04-12,2,"0-64","inc hosp"
"15",2025-04-12,1,"65-130","inc hosp"
"15",2025-04-19,6,"0-64","inc hosp"
"15",2025-04-19,3,"65-130","inc hosp"
"15",2025-04-26,9,"0-64","inc hosp"
"15",2025-04-26,2,"65-130","inc hosp"
"15",2025-05-03,7,"0-64","inc hosp"
"15",2025-05-03,2,"65-130","inc hosp"
"15",2025-05-10,11,"0-64","inc hosp"
"15",2025-05-10,3,"65-130","inc hosp"
"15",2025-05-17,8,"0-64","inc hosp"
"15",2025-05-17,7,"65-130","inc hosp"
"15",2025-05-24,10,"0-64","inc hosp"
"15",2025-05-24,5,"65-130","inc hosp"
"15",2025-05-31,12,"0-64","inc hosp"
"15",2025-05-31,1,"65-130","inc hosp"
"15",2025-06-07,9,"0-64","inc hosp"
"15",2025-06-07,6,"65-130","inc hosp"
"15",2025-06-14,3,"0-64","inc hosp"
"15",2025-06-14,4,"65-130","inc hosp"
"15",2025-06-21,12,"0-64","inc hosp"
"15",2025-06-21,6,"65-130","inc hosp"
"15",2025-06-28,7,"0-64","inc hosp"
"15",2025-06-28,4,"65-130","inc hosp"
"15",2025-07-05,7,"0-64","inc hosp"
"15",2025-07-05,7,"65-130","inc hosp"
"15",2025-07-12,19,"0-64","inc hosp"
"15",2025-07-12,6,"65-130","inc hosp"
"15",2025-07-19,28,"0-64","inc hosp"
"15",2025-07-19,9,"65-130","inc hosp"
"15",2025-07-26,19,"0-64","inc hosp"
"15",2025-07-26,11,"65-130","inc hosp"
"15",2025-08-02,31,"0-64","inc hosp"
"15",2025-08-02,13,"65-130","inc hosp"
"15",2025-08-09,25,"0-64","inc hosp"
"15",2025-08-09,14,"65-130","inc hosp"
"15",2025-08-16,27,"0-64","inc hosp"
"15",2025-08-16,19,"65-130","inc hosp"
"15",2025-08-23,24,"0-64","inc hosp"
"15",2025-08-23,18,"65-130","inc hosp"
"15",2025-08-30,32,"0-64","inc hosp"
"15",2025-08-30,14,"65-130","inc hosp"
"15",2025-09-06,22,"0-64","inc hosp"
"15",2025-09-06,10,"65-130","inc hosp"
"15",2025-09-13,25,"0-64","inc hosp"
"15",2025-09-13,9,"65-130","inc hosp"
"15",2025-09-20,14,"0-64","inc hosp"
"15",2025-09-20,9,"65-130","inc hosp"
"15",2025-09-27,9,"0-64","inc hosp"
"15",2025-09-27,4,"65-130","inc hosp"
"28",2024-10-12,0,"0-64","inc hosp"
"28",2024-10-12,0,"65-130","inc hosp"
"28",2024-10-19,6,"0-64","inc hosp"
"28",2024-10-19,0,"65-130","inc hosp"
"28",2024-10-26,1,"0-64","inc hosp"
"28",2024-10-26,4,"65-130","inc hosp"
"28",2024-11-02,4,"0-64","inc hosp"
"28",2024-11-02,9,"65-130","inc hosp"
"28",2024-11-09,17,"0-64","inc hosp"
"28",2024-11-09,8,"65-130","inc hosp"
"28",2024-11-16,18,"0-64","inc hosp"
"28",2024-11-16,5,"65-130","inc hosp"
"28",2024-11-23,12,"0-64","inc hosp"
"28",2024-11-23,15,"65-130","inc hosp"
"28",2024-11-30,14,"0-64","inc hosp"
"28",2024-11-30,6,"65-130","inc hosp"
"28",2024-12-07,19,"0-64","inc hosp"
"28",2024-12-07,8,"65-130","inc hosp"
"28",2024-12-14,29,"0-64","inc hosp"
"28",2024-12-14,17,"65-130","inc hosp"
"28",2024-12-21,16,"0-64","inc hosp"
"28",2024-12-21,10,"65-130","inc hosp"
"28",2024-12-28,20,"0-64","inc hosp"
"28",2024-12-28,24,"65-130","inc hosp"
"28",2025-01-04,40,"0-64","inc hosp"
"28",2025-01-04,30,"65-130","inc hosp"
"28",2025-01-11,36,"0-64","inc hosp"
"28",2025-01-11,13,"65-130","inc hosp"
"28",2025-01-18,24,"0-64","inc hosp"
"28",2025-01-18,28,"65-130","inc hosp"
"28",2025-01-25,28,"0-64","inc hosp"
"28",2025-01-25,27,"65-130","inc hosp"
"28",2025-02-01,41,"0-64","inc hosp"
"28",2025-02-01,40,"65-130","inc hosp"
"28",2025-02-08,51,"0-64","inc hosp"
"28",2025-02-08,41,"65-130","inc hosp"
"28",2025-02-15,24,"0-64","inc hosp"
"28",2025-02-15,15,"65-130","inc hosp"
"28",2025-02-22,31,"0-64","inc hosp"
"28",2025-02-22,21,"65-130","inc hosp"
"28",2025-03-01,37,"0-64","inc hosp"
"28",2025-03-01,15,"65-130","inc hosp"
"28",2025-03-08,35,"0-64","inc hosp"
"28",2025-03-08,22,"65-130","inc hosp"
"28",2025-03-15,63,"0-64","inc hosp"
"28",2025-03-15,28,"65-130","inc hosp"
"28",2025-03-22,46,"0-64","inc hosp"
"28",2025-03-22,23,"65-130","inc hosp"
"28",2025-03-29,26,"0-64","inc hosp"
"28",2025-03-29,14,"65-130","inc hosp"
"28",2025-04-05,23,"0-64","inc hosp"
"28",2025-04-05,12,"65-130","inc hosp"
"28",2025-04-12,16,"0-64","inc hosp"
"28",2025-04-12,9,"65-130","inc hosp"
"28",2025-04-19,18,"0-64","inc hosp"
"28",2025-04-19,16,"65-130","inc hosp"
"28",2025-04-26,21,"0-64","inc hosp"
"28",2025-04-26,4,"65-130","inc hosp"
"28",2025-05-03,8,"0-64","inc hosp"
"28",2025-05-03,4,"65-130","inc hosp"
"28",2025-05-10,17,"0-64","inc hosp"
"28",2025-05-10,5,"65-130","inc hosp"
"28",2025-05-17,13,"0-64","inc hosp"
"28",2025-05-17,12,"65-130","inc hosp"
"28",2025-05-24,17,"0-64","inc hosp"
"28",2025-05-24,3,"65-130","inc hosp"
"28",2025-05-31,6,"0-64","inc hosp"
"28",2025-05-31,11,"65-130","inc hosp"
"28",2025-06-07,11,"0-64","inc hosp"
"28",2025-06-07,9,"65-130","inc hosp"
"28",2025-06-14,6,"0-64","inc hosp"
"28",2025-06-14,8,"65-130","inc hosp"
"28",2025-06-21,10,"0-64","inc hosp"
"28",2025-06-21,6,"65-130","inc hosp"
"28",2025-06-28,9,"0-64","inc hosp"
"28",2025-06-28,10,"65-130","inc hosp"
"28",2025-07-05,2,"0-64","inc hosp"
"28",2025-07-05,6,"65-130","inc hosp"
"28",2025-07-12,12,"0-64","inc hosp"
"28",2025-07-12,4,"65-130","inc hosp"
"28",2025-07-19,12,"0-64","inc hosp"
"28",2025-07-19,3,"65-130","inc hosp"
"28",2025-07-26,14,"0-64","inc hosp"
"28",2025-07-26,11,"65-130","inc hosp"
"28",2025-08-02,19,"0-64","inc hosp"
"28",2025-08-02,5,"65-130","inc hosp"
"28",2025-08-09,21,"0-64","inc hosp"
"28",2025-08-09,9,"65-130","inc hosp"
"28",2025-08-16,22,"0-64","inc hosp"
"28",2025-08-16,22,"65-130","inc hosp"
"28",2025-08-23,28,"0-64","inc hosp"
"28",2025-08-23,20,"65-130","inc hosp"
"28",2025-08-30,39,"0-64","inc hosp"
"28",2025-08-30,13,"65-130","inc hosp"
"28",2025-09-06,28,"0-64","inc hosp"
"28",2025-09-06,18,"65-130","inc hosp"
"28",2025-09-13,28,"0-64","inc hosp"
"28",2025-09-13,7,"65-130","inc hosp"
"28",2025-09-20,25,"0-64","inc hosp"
"28",2025-09-20,15,"65-130","inc hosp"
"28",2025-09-27,18,"0-64","inc hosp"
"28",2025-09-27,9,"65-130","inc hosp"
"55",2024-10-12,0,"0-64","inc hosp"
"55",2024-10-12,1,"65-130","inc hosp"
"55",2024-10-19,19,"0-64","inc hosp"
"55",2024-10-19,5,"65-130","inc hosp"
"55",2024-10-26,24,"0-64","inc hosp"
"55",2024-10-26,9,"65-130","inc hosp"
"55",2024-11-02,20,"0-64","inc hosp"
"55",2024-11-02,20,"65-130","inc hosp"
"55",2024-11-09,36,"0-64","inc hosp"
"55",2024-11-09,23,"65-130","inc hosp"
"55",2024-11-16,36,"0-64","inc hosp"
"55",2024-11-16,30,"65-130","inc hosp"
"55",2024-11-23,44,"0-64","inc hosp"
"55",2024-11-23,33,"65-130","inc hosp"
"55",2024-11-30,31,"0-64","inc hosp"
"55",2024-11-30,25,"65-130","inc hosp"
"55",2024-12-07,52,"0-64","inc hosp"
"55",2024-12-07,42,"65-130","inc hosp"
"55",2024-12-14,49,"0-64","inc hosp"
"55",2024-12-14,51,"65-130","inc hosp"
"55",2024-12-21,64,"0-64","inc hosp"
"55",2024-12-21,53,"65-130","inc hosp"
"55",2024-12-28,83,"0-64","inc hosp"
"55",2024-12-28,92,"65-130","inc hosp"
"55",2025-01-04,127,"0-64","inc hosp"
"55",2025-01-04,136,"65-130","inc hosp"
"55",2025-01-11,112,"0-64","inc hosp"
"55",2025-01-11,87,"65-130","inc hosp"
"55",2025-01-18,131,"0-64","inc hosp"
"55",2025-01-18,70,"65-130","inc hosp"
"55",2025-01-25,118,"0-64","inc hosp"
"55",2025-01-25,50,"65-130","inc hosp"
"55",2025-02-01,92,"0-64","inc hosp"
"55",2025-02-01,65,"65-130","inc hosp"
"55",2025-02-08,97,"0-64","inc hosp"
"55",2025-02-08,64,"65-130","inc hosp"
"55",2025-02-15,60,"0-64","inc hosp"
"55",2025-02-15,60,"65-130","inc hosp"
"55",2025-02-22,66,"0-64","inc hosp"
"55",2025-02-22,42,"65-130","inc hosp"
"55",2025-03-01,51,"0-64","inc hosp"
"55",2025-03-01,47,"65-130","inc hosp"
"55",2025-03-08,42,"0-64","inc hosp"
"55",2025-03-08,38,"65-130","inc hosp"
"55",2025-03-15,44,"0-64","inc hosp"
"55",2025-03-15,28,"65-130","inc hosp"
"55",2025-03-22,33,"0-64","inc hosp"
"55",2025-03-22,33,"65-130","inc hosp"
"55",2025-03-29,39,"0-64","inc hosp"
"55",2025-03-29,21,"65-130","inc hosp"
"55",2025-04-05,34,"0-64","inc hosp"
"55",2025-04-05,25,"65-130","inc hosp"
"55",2025-04-12,27,"0-64","inc hosp"
"55",2025-04-12,14,"65-130","inc hosp"
"55",2025-04-19,27,"0-64","inc hosp"
"55",2025-04-19,22,"65-130","inc hosp"
"55",2025-04-26,17,"0-64","inc hosp"
"55",2025-04-26,12,"65-130","inc hosp"
"55",2025-05-03,12,"0-64","inc hosp"
"55",2025-05-03,14,"65-130","inc hosp"
"55",2025-05-10,15,"0-64","inc hosp"
"55",2025-05-10,17,"65-130","inc hosp"
"55",2025-05-17,7,"0-64","inc hosp"
"55",2025-05-17,10,"65-130","inc hosp"
"55",2025-05-24,13,"0-64","inc hosp"
"55",2025-05-24,5,"65-130","inc hosp"
"55",2025-05-31,11,"0-64","inc hosp"
"55",2025-05-31,10,"65-130","inc hosp"
"55",2025-06-07,16,"0-64","inc hosp"
"55",2025-06-07,7,"65-130","inc hosp"
"55",2025-06-14,7,"0-64","inc hosp"
"55",2025-06-14,5,"65-130","inc hosp"
"55",2025-06-21,6,"0-64","inc hosp"
"55",2025-06-21,10,"65-130","inc hosp"
"55",2025-06-28,10,"0-64","inc hosp"
"55",2025-06-28,7,"65-130","inc hosp"
"55",2025-07-05,10,"0-64","inc hosp"
"55",2025-07-05,8,"65-130","inc hosp"
"55",2025-07-12,10,"0-64","inc hosp"
"55",2025-07-12,8,"65-130","inc hosp"
"55",2025-07-19,13,"0-64","inc hosp"
"55",2025-07-19,11,"65-130","inc hosp"
"55",2025-07-26,11,"0-64","inc hosp"
"55",2025-07-26,4,"65-130","inc hosp"
"55",2025-08-02,9,"0-64","inc hosp"
"55",2025-08-02,13,"65-130","inc hosp"
"55",2025-08-09,13,"0-64","inc hosp"
"55",2025-08-09,14,"65-130","inc hosp"
"55",2025-08-16,15,"0-64","inc hosp"
"55",2025-08-16,17,"65-130","inc hosp"
"55",2025-08-23,21,"0-64","inc hosp"
"55",2025-08-23,17,"65-130","inc hosp"
"55",2025-08-30,32,"0-64","inc hosp"
"55",2025-08-30,12,"65-130","inc hosp"
"55",2025-09-06,26,"0-64","inc hosp"
"55",2025-09-06,29,"65-130","inc hosp"
"55",2025-09-13,48,"0-64","inc hosp"
"55",2025-09-13,32,"65-130","inc hosp"
"55",2025-09-20,50,"0-64","inc hosp"
"55",2025-09-20,33,"65-130","inc hosp"
"55",2025-09-27,35,"0-64","inc hosp"
"55",2025-09-27,29,"65-130","inc hosp"
"56",2025-10-04,0,"0-64","inc hosp"
"56",2025-10-04,1,"65-130","inc hosp"
"56",2025-10-11,3,"0-64","inc hosp"
"56",2025-10-11,4,"65-130","inc hosp"
"56",2025-10-18,8,"0-64","inc hosp"
"56",2025-10-18,2,"65-130","inc hosp"
"56",2025-10-25,6,"0-64","inc hosp"
"56",2025-10-25,2,"65-130","inc hosp"
"56",2025-11-01,3,"0-64","inc hosp"
"56",2025-11-01,0,"65-130","inc hosp"
"56",2025-11-08,5,"0-64","inc hosp"
"56",2025-11-08,2,"65-130","inc hosp"
"56",2025-11-15,2,"0-64","inc hosp"
"56",2025-11-15,0,"65-130","inc hosp"
"56",2025-11-22,6,"0-64","inc hosp"
"56",2025-11-22,2,"65-130","inc hosp"
"56",2025-11-29,9,"0-64","inc hosp"
"56",2025-11-29,0,"65-130","inc hosp"
"56",2025-12-06,8,"0-64","inc hosp"
"56",2025-12-06,1,"65-130","inc hosp"
"56",2025-12-13,8,"0-64","inc hosp"
"56",2025-12-13,4,"65-130","inc hosp"
"56",2025-12-20,7,"0-64","inc hosp"
"56",2025-12-20,3,"65-130","inc hosp"
"56",2025-12-27,10,"0-64","inc hosp"
"56",2025-12-27,2,"65-130","inc hosp"
"56",2026-01-03,10,"0-64","inc hosp"
"56",2026-01-03,3,"65-130","inc hosp"
"56",2026-01-10,11,"0-64","inc hosp"
"56",2026-01-10,3,"65-130","inc hosp"
"56",2026-01-17,13,"0-64","inc hosp"
"56",2026-01-17,2,"65-130","inc hosp"
"56",2026-01-24,12,"0-64","inc hosp"
"56",2026-01-24,3,"65-130","inc hosp"
"56",2026-01-31,9,"0-64","inc hosp"
"56",2026-01-31,3,"65-130","inc hosp"
"56",2026-02-07,8,"0-64","inc hosp"
"56",2026-02-07,1,"65-130","inc hosp"
"56",2026-02-14,13,"0-64","inc hosp"
"56",2026-02-14,3,"65-130","inc hosp"
"60",2025-10-04,0,"0-64","inc hosp"
"60",2025-10-04,0,"65-130","inc hosp"
"60",2025-10-11,0,"0-64","inc hosp"
"60",2025-10-11,0,"65-130","inc hosp"
"60",2025-10-18,2,"0-64","inc hosp"
"60",2025-10-18,0,"65-130","inc hosp"
"60",2025-11-08,2,"0-64","inc hosp"
"60",2025-11-08,0,"65-130","inc hosp"
"60",2025-11-15,0,"0-64","inc hosp"
"60",2025-11-15,0,"65-130","inc hosp"
"06",2025-10-04,369,"0-64","inc hosp"
"06",2025-10-04,180,"65-130","inc hosp"
"06",2025-10-11,262,"0-64","inc hosp"
"06",2025-10-11,175,"65-130","inc hosp"
"06",2025-10-18,201,"0-64","inc hosp"
"06",2025-10-18,128,"65-130","inc hosp"
"06",2025-10-25,169,"0-64","inc hosp"
"06",2025-10-25,102,"65-130","inc hosp"
"06",2025-11-01,167,"0-64","inc hosp"
"06",2025-11-01,101,"65-130","inc hosp"
"06",2025-11-08,128,"0-64","inc hosp"
"06",2025-11-08,69,"65-130","inc hosp"
"06",2025-11-15,105,"0-64","inc hosp"
"06",2025-11-15,48,"65-130","inc hosp"
"06",2025-11-22,101,"0-64","inc hosp"
"06",2025-11-22,68,"65-130","inc hosp"
"06",2025-11-29,84,"0-64","inc hosp"
"06",2025-11-29,53,"65-130","inc hosp"
"06",2025-12-06,91,"0-64","inc hosp"
"06",2025-12-06,54,"65-130","inc hosp"
"06",2025-12-13,98,"0-64","inc hosp"
"06",2025-12-13,51,"65-130","inc hosp"
"06",2025-12-20,103,"0-64","inc hosp"
"06",2025-12-20,71,"65-130","inc hosp"
"06",2025-12-27,109,"0-64","inc hosp"
"06",2025-12-27,69,"65-130","inc hosp"
"06",2026-01-03,110,"0-64","inc hosp"
"06",2026-01-03,72,"65-130","inc hosp"
"06",2026-01-10,126,"0-64","inc hosp"
"06",2026-01-10,59,"65-130","inc hosp"
"06",2026-01-17,92,"0-64","inc hosp"
"06",2026-01-17,57,"65-130","inc hosp"
"06",2026-01-24,96,"0-64","inc hosp"
"06",2026-01-24,44,"65-130","inc hosp"
"06",2026-01-31,97,"0-64","inc hosp"
"06",2026-01-31,49,"65-130","inc hosp"
"06",2026-02-07,117,"0-64","inc hosp"
"06",2026-02-07,54,"65-130","inc hosp"
"06",2026-02-14,105,"0-64","inc hosp"
"06",2026-02-14,74,"65-130","inc hosp"
"13",2025-10-04,45,"0-64","inc hosp"
"13",2025-10-04,17,"65-130","inc hosp"
"13",2025-10-11,34,"0-64","inc hosp"
"13",2025-10-11,22,"65-130","inc hosp"
"13",2025-10-18,22,"0-64","inc hosp"
"13",2025-10-18,7,"65-130","inc hosp"
"13",2025-10-25,20,"0-64","inc hosp"
"13",2025-10-25,18,"65-130","inc hosp"
"13",2025-11-01,24,"0-64","inc hosp"
"13",2025-11-01,12,"65-130","inc hosp"
"13",2025-11-08,22,"0-64","inc hosp"
"13",2025-11-08,13,"65-130","inc hosp"
"13",2025-11-15,18,"0-64","inc hosp"
"13",2025-11-15,12,"65-130","inc hosp"
"13",2025-11-22,15,"0-64","inc hosp"
"13",2025-11-22,11,"65-130","inc hosp"
"13",2025-11-29,15,"0-64","inc hosp"
"13",2025-11-29,16,"65-130","inc hosp"
"13",2025-12-06,26,"0-64","inc hosp"
"13",2025-12-06,21,"65-130","inc hosp"
"13",2025-12-13,29,"0-64","inc hosp"
"13",2025-12-13,17,"65-130","inc hosp"
"13",2025-12-20,28,"0-64","inc hosp"
"13",2025-12-20,20,"65-130","inc hosp"
"13",2025-12-27,36,"0-64","inc hosp"
"13",2025-12-27,29,"65-130","inc hosp"
"13",2026-01-03,40,"0-64","inc hosp"
"13",2026-01-03,23,"65-130","inc hosp"
"13",2026-01-10,41,"0-64","inc hosp"
"13",2026-01-10,27,"65-130","inc hosp"
"13",2026-01-17,28,"0-64","inc hosp"
"13",2026-01-17,24,"65-130","inc hosp"
"13",2026-01-24,42,"0-64","inc hosp"
"13",2026-01-24,18,"65-130","inc hosp"
"13",2026-01-31,37,"0-64","inc hosp"
"13",2026-01-31,15,"65-130","inc hosp"
"13",2026-02-07,32,"0-64","inc hosp"
"13",2026-02-07,18,"65-130","inc hosp"
"13",2026-02-14,43,"0-64","inc hosp"
"13",2026-02-14,39,"65-130","inc hosp"
"19",2024-10-12,1,"0-64","inc hosp"
"19",2024-10-12,3,"65-130","inc hosp"
"19",2024-10-19,10,"0-64","inc hosp"
"19",2024-10-19,7,"65-130","inc hosp"
"19",2024-10-26,14,"0-64","inc hosp"
"19",2024-10-26,4,"65-130","inc hosp"
"19",2024-11-02,15,"0-64","inc hosp"
"19",2024-11-02,11,"65-130","inc hosp"
"19",2024-11-09,9,"0-64","inc hosp"
"19",2024-11-09,8,"65-130","inc hosp"
"19",2024-11-16,9,"0-64","inc hosp"
"19",2024-11-16,7,"65-130","inc hosp"
"19",2024-11-23,26,"0-64","inc hosp"
"19",2024-11-23,8,"65-130","inc hosp"
"19",2024-11-30,19,"0-64","inc hosp"
"19",2024-11-30,14,"65-130","inc hosp"
"19",2024-12-07,24,"0-64","inc hosp"
"19",2024-12-07,20,"65-130","inc hosp"
"19",2024-12-14,22,"0-64","inc hosp"
"19",2024-12-14,18,"65-130","inc hosp"
"19",2024-12-21,21,"0-64","inc hosp"
"19",2024-12-21,24,"65-130","inc hosp"
"19",2024-12-28,31,"0-64","inc hosp"
"19",2024-12-28,24,"65-130","inc hosp"
"19",2025-01-04,50,"0-64","inc hosp"
"19",2025-01-04,32,"65-130","inc hosp"
"19",2025-01-11,46,"0-64","inc hosp"
"19",2025-01-11,34,"65-130","inc hosp"
"19",2025-01-18,40,"0-64","inc hosp"
"19",2025-01-18,29,"65-130","inc hosp"
"19",2025-01-25,56,"0-64","inc hosp"
"19",2025-01-25,28,"65-130","inc hosp"
"19",2025-02-01,44,"0-64","inc hosp"
"19",2025-02-01,32,"65-130","inc hosp"
"19",2025-02-08,41,"0-64","inc hosp"
"19",2025-02-08,29,"65-130","inc hosp"
"19",2025-02-15,28,"0-64","inc hosp"
"19",2025-02-15,41,"65-130","inc hosp"
"19",2025-02-22,26,"0-64","inc hosp"
"19",2025-02-22,12,"65-130","inc hosp"
"19",2025-03-01,14,"0-64","inc hosp"
"19",2025-03-01,17,"65-130","inc hosp"
"19",2025-03-08,21,"0-64","inc hosp"
"19",2025-03-08,18,"65-130","inc hosp"
"19",2025-03-15,17,"0-64","inc hosp"
"19",2025-03-15,14,"65-130","inc hosp"
"19",2025-03-22,11,"0-64","inc hosp"
"19",2025-03-22,14,"65-130","inc hosp"
"19",2025-03-29,17,"0-64","inc hosp"
"19",2025-03-29,10,"65-130","inc hosp"
"19",2025-04-05,8,"0-64","inc hosp"
"19",2025-04-05,7,"65-130","inc hosp"
"19",2025-04-12,9,"0-64","inc hosp"
"19",2025-04-12,7,"65-130","inc hosp"
"19",2025-04-19,11,"0-64","inc hosp"
"19",2025-04-19,5,"65-130","inc hosp"
"19",2025-04-26,15,"0-64","inc hosp"
"19",2025-04-26,9,"65-130","inc hosp"
"19",2025-05-03,12,"0-64","inc hosp"
"19",2025-05-03,7,"65-130","inc hosp"
"19",2025-05-10,13,"0-64","inc hosp"
"19",2025-05-10,3,"65-130","inc hosp"
"19",2025-05-17,8,"0-64","inc hosp"
"19",2025-05-17,8,"65-130","inc hosp"
"19",2025-05-24,7,"0-64","inc hosp"
"19",2025-05-24,7,"65-130","inc hosp"
